F2,F3,F1,F11,F4,F6,F10,F9,F5,F7,F12,F8,out
0.5347,5.77,4.72,1.914,5.898,2.626,5.198,1.902,2.158,2.103,0.8545,0.9985,c
0.6055,5.592,4.874,1.602,5.919,2.583,5.151,1.896,2.345,2.115,0.8191,0.8484,c
0.603,5.721,4.912,1.836,5.918,2.683,5.105,1.847,2.161,2.032,0.9192,0.946,c
0.658,5.895,4.641,1.89,5.914,2.472,5.059,1.866,2.246,2.008,0.7825,0.9705,c
0.6604,5.823,4.899,1.909,5.828,2.683,5.046,1.816,2.233,1.954,0.7141,0.9656,c
0.5127,5.576,4.777,1.893,5.919,2.579,5.11,1.823,2.118,2.021,0.9265,1.024,c
0.5908,5.535,4.662,1.875,5.862,2.542,5.236,1.757,2.189,1.92,0.8423,0.9863,c
0.7483,5.736,4.888,1.931,5.824,2.52,5.027,1.797,2.107,1.901,0.8972,0.9094,c
0.5969,5.736,4.662,1.932,5.852,2.542,4.993,1.571,2.12,1.89,0.8679,0.918,c
0.5725,5.515,4.575,1.697,5.865,2.515,5.068,1.721,2.067,2.042,0.7043,0.9167,c
0.5627,5.651,4.585,1.777,5.906,2.466,5.15,1.646,2.015,1.93,0.9241,0.9143,c
0.6653,5.801,4.722,1.896,5.826,2.493,5.239,1.765,2.13,1.947,0.7812,0.813,c
0.7153,5.846,4.512,1.748,5.88,2.489,4.965,1.888,2.089,1.884,0.7422,0.8887,c
0.6445,5.706,4.872,1.796,5.876,2.527,4.956,1.895,2.196,1.942,0.8398,0.874,c
0.5603,5.717,4.718,1.809,5.87,2.448,5.07,1.692,2.128,1.881,0.8337,0.8887,c
0.5981,5.53,4.805,1.724,5.897,2.434,5.085,1.866,2.192,1.871,0.813,0.9497,c
0.5627,5.802,4.626,1.825,5.848,2.516,5.005,1.803,2.203,2.13,0.8508,0.9753,c
0.6189,5.806,4.746,1.853,5.867,2.562,4.963,1.793,2.178,2.02,0.8972,0.9851,c
0.5566,5.698,4.839,1.827,5.92,2.648,4.987,1.77,2.163,1.921,0.6921,0.9497,c
0.5457,5.809,4.935,1.946,5.929,2.588,5.153,1.923,2.271,2.075,0.8057,0.9143,c
0.5615,5.563,4.912,1.72,5.88,2.596,5.002,1.835,2.284,1.918,0.8142,0.9485,c
0.5457,5.857,4.739,1.851,5.875,2.583,4.993,1.962,2.261,1.896,0.6226,0.6897,c
0.564,5.775,4.714,1.823,5.892,2.562,5.068,1.83,2.294,2.062,0.8655,1.082,c
0.5139,5.591,4.786,1.88,5.85,2.572,5.092,2.059,2.2,2.067,0.7935,1.093,c
0.5542,5.579,4.716,1.812,5.93,2.634,5.256,1.864,2.253,2.117,0.8398,0.9192,c
0.5823,5.811,4.636,1.821,5.918,2.565,5.118,1.726,2.146,1.992,0.7471,0.8984,c
0.6067,5.597,4.912,1.949,5.916,2.638,5.164,1.859,2.104,1.991,0.9778,0.9631,c
0.6116,5.824,4.885,2.034,5.856,2.678,5.04,1.732,2.053,2.032,0.7617,0.8203,c
0.6616,5.864,4.96,1.842,5.837,2.562,5.015,1.892,2.195,1.97,0.8545,0.9302,c
0.5969,5.549,4.884,1.726,5.88,2.45,5.068,1.735,2.168,1.83,0.8545,0.9509,c
0.5652,5.786,4.875,1.713,5.836,2.642,5.015,1.675,2.173,1.935,0.8533,0.8923,c
0.5457,5.623,4.779,1.707,5.863,2.393,5.288,1.721,2.136,1.932,0.8716,0.9473,c
0.5542,5.643,4.954,1.704,5.876,2.522,5.137,1.766,1.953,1.842,0.7434,0.9155,c
0.542,5.594,4.644,1.775,5.927,2.582,5.088,1.727,2.041,1.909,0.802,1.003,c
0.6628,5.828,4.795,1.72,5.847,2.506,5.153,1.758,2.041,1.958,0.6689,0.8655,c
0.564,5.513,4.767,1.812,5.887,2.559,5.144,1.787,2.095,1.958,0.9155,0.874,c
0.5627,5.811,4.85,1.683,5.862,2.413,5.06,1.807,1.965,1.979,0.8032,0.8508,c
0.6152,5.8,4.718,1.74,5.78,2.501,5.02,1.741,2.081,1.818,0.6519,0.8264,c
0.5835,5.663,4.917,1.764,5.63,2.352,5.089,1.493,2,1.675,0.7703,0.7031,c
0.5054,5.476,4.811,1.609,5.613,2.299,5.044,1.281,1.625,1.582,0.918,0.6519,c
0.5542,5.708,4.719,1.538,5.485,2.269,5.051,1.459,1.79,1.544,0.8972,0.7092,c
0.5615,5.854,4.927,5.364,5.952,3.219,5.1,1.904,2.081,1.968,0.6982,1.038,c
0.5505,5.867,4.945,5.476,5.952,3.168,5.059,1.942,2.148,2.028,0.4773,1.134,c
0.4272,5.854,4.901,5.454,5.885,3.044,5.078,2.057,2.163,2.059,0.6848,0.8142,c
0.3931,5.886,4.791,5.568,5.972,3.184,5.081,1.953,2.188,1.875,0.6409,0.9204,c
0.4639,5.802,4.856,5.514,5.95,3.242,4.957,1.871,2.279,1.903,0.7898,0.9863,c
0.3247,5.894,4.727,5.291,5.892,3.245,5.011,1.792,2.1,1.819,0.7068,0.9216,c
0.6152,5.911,4.733,5.336,5.911,3.135,5.19,1.907,1.997,1.825,0.7886,0.8728,c
0.5115,5.82,4.919,5.552,5.892,3.202,4.974,1.799,1.975,1.793,0.7263,0.8704,c
0.4553,5.879,4.812,5.371,5.862,3.188,5.215,1.752,2.051,1.804,0.636,0.9302,c
0.4761,5.841,4.972,5.402,5.939,3.054,5.175,1.748,1.855,1.721,0.9058,0.7544,c
0.5762,5.84,4.722,5.485,5.9,2.98,4.989,1.676,1.871,1.433,0.7849,0.7837,c
0.5042,5.875,4.615,5.333,5.908,3.036,4.946,1.874,1.676,1.575,0.8545,0.8301,c
0.4309,5.824,4.747,5.205,5.913,2.87,4.98,1.605,1.671,1.44,0.8203,0.7361,c
0.5371,5.823,4.683,5.083,5.787,2.922,4.996,1.56,1.7,1.357,0.8289,0.6714,c
0.4846,5.732,4.885,4.904,5.852,2.771,5.143,1.522,1.647,1.221,0.7458,0.6409,c
0.4895,5.728,4.796,4.746,5.778,2.786,5.057,1.586,1.908,1.3,0.9265,0.675,c
0.4749,5.752,4.675,4.038,5.684,2.841,5.072,1.499,1.901,1.45,0.697,0.697,c
0.614,5.717,4.663,3.485,5.812,2.916,5.24,1.624,2.106,1.63,0.6909,0.7556,c
0.5054,5.758,4.744,3.077,5.869,3.031,5.079,1.73,2.061,1.849,0.9778,0.7715,c
0.5188,5.782,4.758,2.924,5.84,3.085,5.067,1.779,2.097,1.768,0.6702,0.8484,c
0.531,5.775,4.868,2.976,5.865,3.053,5.007,1.827,2.156,1.903,0.7666,0.8752,c
0.5042,5.817,4.744,3.212,5.837,3.148,5.043,1.703,2.128,1.782,0.8008,0.9656,c
0.5261,5.741,4.932,3.186,5.847,3.19,4.921,1.896,2.261,1.882,0.8643,0.8606,c
0.3601,5.807,4.698,3.605,5.895,3.26,5.044,1.875,2.358,2.068,0.4919,0.957,c
0.4541,5.848,4.806,3.882,5.894,3.379,5.098,1.747,2.341,2.267,0.8447,0.9851,c
0.3918,5.936,4.711,4.471,5.951,3.312,4.884,1.927,2.295,1.992,0.7275,0.9692,c
0.4333,5.886,4.845,5.208,5.942,3.209,4.978,1.951,2.185,2.15,0.7532,0.791,c
0.4224,5.863,4.979,5.371,5.884,3.342,5.099,1.909,2.328,2.034,0.6396,0.9705,c
0.4761,5.916,4.868,5.547,5.957,3.337,5.232,1.927,2.477,2.141,0.8533,0.9656,c
0.5237,5.844,4.934,5.531,5.948,3.259,5.028,2.064,2.467,2.156,0.8154,1.106,c
0.3625,5.861,4.669,5.533,6.011,3.453,5.066,1.884,2.343,2.236,0.8118,1.025,c
0.4834,5.92,4.819,5.555,5.946,3.446,5.192,2.157,2.502,2.369,0.6921,1.069,c
0.4333,5.844,4.917,5.37,5.977,3.405,5.016,2.113,2.518,2.219,0.6323,1.13,c
0.343,5.896,4.844,5.27,5.985,3.467,4.938,2.089,2.482,2.194,0.6653,1.057,c
0.4126,5.927,4.937,5.382,5.922,3.638,5.111,2.094,2.506,2.314,0.752,1.023,c
0.4114,5.853,4.993,5.485,5.919,3.356,5.132,2.137,2.542,2.278,0.6665,1.194,c
0.415,5.942,5.01,5.311,5.953,3.601,4.995,2.006,2.502,2.155,0.8643,1.156,c
0.4297,5.922,4.751,5.354,5.952,3.597,4.977,2.023,2.478,2.218,0.8679,1.174,c
0.3455,5.944,4.861,5.432,5.995,3.577,5.21,1.997,2.542,2.345,0.8862,1.165,c
0.4907,5.916,4.86,5.455,5.944,3.566,5.121,2.201,2.534,2.347,0.6116,1.088,c
0.3992,5.9,4.987,5.316,5.986,3.619,5.06,2.169,2.479,2.432,0.8191,1.085,c
0.4114,5.933,4.753,5.453,5.959,3.501,4.935,2.106,2.471,2.333,0.6079,1.118,c
1.555,5.488,4.661,2.059,5.956,2.094,5.076,1.812,2.184,2.104,0.7983,1.116,c
1.594,5.598,4.801,2.125,5.874,2.128,4.994,1.777,2.323,2.231,0.7764,1.002,c
1.576,5.385,4.883,2.222,5.881,2.135,5.016,1.943,2.316,2.22,0.553,0.9839,c
1.415,5.391,4.622,2.198,5.996,2.18,5.101,1.949,2.302,2.135,0.8496,1.044,c
1.514,5.53,4.585,2.396,5.875,2.177,5.131,1.868,2.323,2.257,0.8118,0.9949,c
1.418,5.288,4.691,2.275,5.914,2.299,5.131,1.875,2.429,2.206,0.8411,1.13,c
1.438,5.638,4.72,2.191,5.903,2.357,5.04,1.802,2.217,2.181,0.7104,1.139,c
1.417,5.513,4.731,2.168,5.947,2.129,5.135,1.81,2.18,2.203,0.9509,0.9875,c
1.414,5.355,4.805,2.264,5.917,2.126,5.006,1.84,2.207,2.074,0.6445,0.9216,c
1.483,5.649,4.705,2.23,5.927,2.046,5.079,1.809,2.321,2.123,0.8435,0.9705,c
1.392,5.393,4.67,2.38,5.844,2.177,5.267,1.888,2.273,2.084,0.5957,0.9045,c
1.383,5.624,4.657,2.249,5.906,2.108,5.007,1.885,2.185,2.045,0.7935,0.9521,c
1.5,5.516,4.707,2.191,5.927,2.236,5.098,1.849,2.126,2.095,0.8459,0.8484,c
1.488,5.527,4.69,2.249,5.936,2.133,4.924,1.719,2.162,2.051,0.8948,1.1,c
1.223,5.734,4.705,2.251,5.935,2.111,5.001,1.903,2.137,2.168,0.7874,0.9753,c
1.399,5.314,4.772,2.209,5.896,1.942,5.029,1.942,2.321,2.069,0.8118,0.99,c
1.31,5.87,4.729,2.17,5.924,2.03,5.066,1.881,2.244,2.029,0.8191,1.019,c
1.355,5.392,4.648,2.235,5.87,2.114,5.078,1.876,2.318,2.17,0.7898,1.001,c
1.301,5.71,4.607,2.35,5.945,2.167,4.979,1.864,2.283,2.299,0.802,0.99,c
1.293,5.834,4.537,2.15,5.898,2.151,5.077,1.893,2.292,2.209,0.8313,1.111,c
1.488,5.431,4.807,2.297,5.924,2.323,4.966,1.979,2.296,2.175,0.8569,0.9424,c
1.344,5.759,4.636,2.334,5.929,2.412,5.016,1.935,2.379,2.395,0.7458,1.089,c
1.316,5.708,4.584,2.295,5.873,2.378,5.051,1.849,2.378,2.36,0.6982,1.183,c
1.298,5.599,4.756,2.329,5.918,2.394,5.061,1.893,2.349,2.281,0.8179,1.03,c
1.383,5.5,4.766,2.336,5.955,2.34,5.042,1.915,2.417,2.345,0.6348,1.149,c
1.315,5.422,4.856,2.451,5.912,2.434,5.062,2.04,2.404,2.446,0.7031,1.135,c
1.302,5.458,4.738,2.507,5.929,2.456,5.002,1.948,2.41,2.404,0.7434,1.157,c
1.241,5.557,4.558,2.43,5.95,2.455,5.045,1.93,2.371,2.343,0.7202,1.199,c
1.312,5.742,4.758,2.355,5.958,2.43,4.978,1.879,2.418,2.377,0.7532,1.104,c
1.27,5.435,4.823,2.347,5.956,2.546,5.125,1.989,2.496,2.314,0.5322,1.177,c
1.122,5.47,4.716,2.45,5.918,2.397,5.065,1.857,2.324,2.245,0.6458,1.036,c
1.184,5.729,4.705,2.488,5.947,2.395,5.137,1.982,2.278,2.144,0.8374,1.107,c
1.384,5.568,4.595,2.363,5.903,2.324,4.988,1.904,2.24,2.285,0.6726,1.082,c
1.211,5.455,4.597,2.312,5.892,2.354,5.164,2.017,2.408,2.258,0.9204,0.9644,c
1.136,5.457,4.805,2.451,5.958,2.358,5.035,1.843,2.39,2.283,0.6409,0.9167,c
1.177,5.41,4.904,2.35,5.941,2.434,5.16,1.899,2.393,2.372,0.7166,1.083,c
1.31,5.735,4.655,2.229,5.917,2.277,5.034,2.009,2.441,2.303,0.6897,1.055,c
1.221,5.459,4.802,2.335,5.913,2.369,5.076,1.799,2.307,2.211,0.8154,1.099,c
1.091,5.416,4.843,2.4,5.948,2.324,5.07,1.855,2.321,2.203,0.7556,1.046,c
1.318,5.447,4.609,2.428,5.892,2.284,4.946,1.782,2.335,2.167,0.7849,1.052,c
1.143,5.455,4.542,2.277,5.874,2.269,4.983,1.748,2.303,2.288,0.5762,0.8899,c
1.185,5.414,4.812,2.157,5.813,2.136,5,1.617,2.238,1.992,0.7605,0.8667,c
1.155,5.878,4.724,2.153,5.774,2.139,5.063,1.536,1.993,1.825,0.6982,0.6702,c
1.274,5.574,4.684,2.015,5.607,2.006,5.054,1.316,1.949,1.771,0.5505,0.6848,c
1.259,5.454,4.812,1.984,5.751,2.068,5.045,1.503,1.743,1.62,0.8887,0.6445,c
1.211,5.732,4.592,1.79,5.646,1.853,5.138,1.296,1.917,1.599,0.9131,0.575,c
1.26,5.298,4.583,1.81,5.372,1.783,5.151,1.324,1.68,1.637,0.7031,0.7727,c
0.7605,5.604,4.912,2.025,5.887,2.297,5.212,1.799,2.235,2.046,0.6702,1.036,c
0.8374,5.646,4.716,1.992,5.928,2.366,5.05,1.86,2.216,1.932,0.7324,1.055,c
0.6628,5.61,4.789,2.141,5.902,2.412,5.1,1.907,2.203,2.01,0.7178,0.9656,c
0.6799,5.807,4.926,1.963,5.848,2.303,4.911,1.774,2.225,1.962,0.9155,0.8679,c
0.813,5.601,4.839,1.991,5.89,2.206,5.112,1.75,2.318,1.857,0.8398,0.8887,c
0.6238,5.83,4.905,2.126,5.891,2.268,5.164,1.713,2.178,1.98,0.835,0.9521,c
0.7812,5.626,4.805,1.921,5.85,2.322,5.115,1.687,2.242,2.067,0.8923,0.8264,c
0.7019,5.559,4.674,1.973,5.909,2.235,5.087,1.826,2.303,1.996,0.6775,0.8606,c
0.6421,5.635,4.868,1.887,5.909,2.247,5.072,1.785,2.179,1.997,0.7117,0.8374,c
0.6348,5.786,4.884,1.813,5.865,2.258,4.968,1.812,2.142,1.921,0.7104,0.8276,c
0.5688,5.613,4.902,1.895,5.908,2.31,4.933,1.738,2.205,1.826,0.6982,0.9265,c
0.7141,5.548,4.76,1.971,5.87,2.36,5.114,1.763,2.174,1.946,0.8069,0.9692,c
0.7434,5.759,4.913,1.97,5.842,2.26,5.077,1.719,2.037,1.88,0.9155,0.8777,c
0.614,5.713,4.824,1.984,5.845,2.239,4.988,1.724,2.02,1.897,0.8362,0.8081,c
0.697,5.554,4.675,1.797,5.891,2.097,5.073,1.752,2.118,1.724,0.7532,1.052,c
0.7397,5.465,4.673,1.89,5.88,2.139,4.955,1.727,2.133,1.857,0.8997,0.8093,c
0.6213,5.809,4.89,1.901,5.828,2.133,5.133,1.719,2.151,1.799,0.6372,0.7922,c
0.8093,5.728,4.607,1.913,5.869,2.13,5.088,1.782,2.076,1.689,0.7654,0.8435,c
0.6812,5.771,4.841,1.84,5.867,2.175,5.123,1.675,2.107,1.763,0.8459,0.9045,c
0.7495,5.702,4.899,1.898,5.748,2.031,4.951,1.68,1.979,1.683,0.8472,0.7129,c
0.7825,5.773,4.85,1.749,5.833,2.175,5.09,1.692,2.019,1.685,0.9033,0.8044,c
0.7532,5.714,4.675,1.735,5.881,2.014,5.004,1.692,2.031,1.688,1.031,0.8228,c
0.7471,5.688,4.851,1.802,5.896,2.136,5.205,1.675,2.1,1.769,0.7983,0.7397,c
0.7324,5.504,4.918,1.785,5.835,2.188,5.122,1.914,1.926,1.716,0.7043,0.8459,c
0.6946,5.789,4.724,1.749,5.829,2.078,5.101,1.707,2.057,1.652,0.7605,0.7739,c
0.6201,5.77,4.9,1.697,5.835,2.03,4.973,1.792,2.058,1.708,0.5615,0.8118,c
0.7849,5.615,4.785,1.709,5.83,2.103,4.943,1.705,2.061,1.718,0.8215,0.7153,c
0.7336,5.728,4.684,1.715,5.883,1.997,5.205,1.678,1.975,1.792,0.6995,0.7849,c
0.8215,5.721,4.62,1.727,5.814,2.216,5.061,1.653,2.089,1.742,0.7593,0.8167,c
0.6934,5.488,4.62,1.628,5.847,2.095,4.949,1.622,1.962,1.736,0.7373,0.8008,c
0.7678,5.707,4.52,1.66,5.664,2.109,5.059,1.615,1.91,1.61,0.6812,0.6934,c
0.6177,5.823,4.565,1.555,5.583,1.73,5.182,1.471,1.81,1.444,0.741,0.5835,c
0.6335,5.46,4.816,1.626,5.352,1.941,4.924,1.179,1.781,1.25,0.9546,0.5872,c
0.8447,5.566,4.531,1.541,5.404,1.899,4.955,1.185,1.843,1.289,0.8093,0.5103,c
0.7092,5.569,4.595,1.53,5.387,1.974,5.063,1.072,1.592,1.012,0.8057,0.5176,c
0.7751,5.519,4.698,1.469,5.464,1.815,4.928,1.182,1.521,0.9827,0.7397,0.4724,c
4.614,5.096,4.012,1.041,5.369,0.8264,1.458,0.6665,0.9033,0.5823,0.8484,0.1892,c
4.353,5.049,3.905,1.127,5.537,1.049,1.462,0.7568,0.8655,0.6372,0.7251,0.3003,c
4.408,5.133,4.001,1.168,5.272,1.172,1.597,0.7507,0.9741,0.5835,0.8203,0.2563,c
4.48,4.994,4.001,1.246,5.048,1.063,1.652,0.7959,0.9949,0.6702,0.9302,0.321,c
4.564,5.387,4.011,1.011,4.985,1.262,1.639,0.8813,1.006,0.7483,0.8313,0.304,c
4.508,5.411,4.199,1.224,5.334,1.334,1.819,0.8057,0.9497,0.7617,0.8215,0.3027,c
4.646,5.697,4.143,1.156,5.521,1.359,1.921,0.863,0.8582,0.7385,0.8447,0.3003,c
4.42,5.226,3.982,1.191,5.266,1.388,1.904,0.769,1.104,0.7043,0.8875,0.4395,c
4.336,5.334,4.285,1.176,5.393,1.471,2.167,0.8728,1.14,0.802,0.8301,0.3186,c
4.48,5.404,4.333,1.172,5.153,1.343,1.978,0.8691,0.9924,0.7361,0.8911,0.3577,c
4.331,5.355,4.327,1.193,5.288,1.57,2.048,0.874,1.039,0.7837,0.8557,0.4333,c
4.475,5.508,4.205,1.151,5.199,1.454,2.205,0.8655,1.11,0.7971,0.957,0.3906,c
4.304,5.543,4.232,1.228,5.59,1.636,2.268,1.013,1.011,0.6067,0.9985,0.3809,c
4.327,5.245,4.243,1.249,5.464,1.619,2.424,0.9949,1.161,0.8276,0.8667,0.3687,c
4.58,5.614,4.49,1.267,5.621,1.514,2.38,0.8167,1.182,0.7898,0.9595,0.4077,c
4.551,5.57,4.215,1.288,5.367,1.611,2.358,0.9424,1.235,0.7544,0.5896,0.304,c
4.366,5.234,4.396,1.151,5.249,1.504,2.484,0.9802,1.173,0.8582,0.8704,0.3259,c
4.594,5.387,4.368,1.213,5.603,1.429,2.476,0.9839,1.041,0.9668,0.7703,0.4419,c
4.353,5.374,4.135,1.261,5.446,1.495,2.578,1.052,1.111,0.9558,0.8472,0.3052,c
4.658,5.226,4.178,1.296,5.222,1.484,2.787,0.8276,1.11,0.7751,0.719,0.4053,c
4.418,5.227,4.319,1.263,5.392,1.521,2.69,0.8545,1.182,0.8972,0.7666,0.5688,c
4.446,5.507,4.33,1.342,5.695,1.58,2.771,0.9033,1.206,0.8911,0.9753,0.4932,c
4.663,5.444,4.197,1.211,5.515,1.705,2.941,0.8801,1.157,0.8496,0.6384,0.3625,c
4.34,5.466,4.426,1.364,5.691,1.53,2.755,0.9485,1.121,0.8301,0.8325,0.332,c
4.347,5.791,4.343,1.213,5.359,1.572,2.992,0.9094,1.287,0.8862,0.752,0.3101,c
4.434,5.265,4.539,1.337,5.649,1.743,3.015,0.9924,1.182,0.8142,0.6934,0.3662,c
4.498,5.657,4.373,1.322,5.444,1.52,3.053,0.9509,1.237,0.7849,0.7654,0.426,c
4.653,5.222,4.315,1.348,5.481,1.652,3.148,0.9583,1.149,0.9888,0.8179,0.4297,c
4.297,5.715,4.562,1.326,5.249,1.488,3.11,1.006,1.239,0.9167,0.6689,0.5688,c
4.281,5.53,4.192,1.321,5.17,1.493,3.064,1.049,1.179,0.9229,0.7239,0.4504,c
4.624,5.295,4.254,1.323,5.267,1.533,3.188,0.9814,1.104,0.8044,0.9167,0.3918,c
4.485,5.613,4.508,1.318,5.375,1.583,3.101,0.9448,1.177,0.8167,0.8813,0.2515,c
4.603,5.309,4.448,1.326,5.243,1.589,3.181,1.007,1.204,0.9204,0.9253,0.4382,c
4.326,5.261,4.459,1.29,5.651,1.687,3.148,0.824,1.228,0.9387,0.6897,0.4248,c
4.63,5.251,4.651,1.216,5.216,1.664,3.242,0.9167,1.289,0.9473,0.8301,0.3662,c
4.578,5.331,4.491,1.26,5.286,1.71,3.369,0.8618,1.266,0.9448,0.769,0.5139,c
4.395,5.507,4.396,1.322,5.449,1.571,3.145,0.9448,1.256,0.7727,0.8508,0.3979,c
4.365,5.686,4.517,1.331,5.212,1.584,3.112,0.9326,1.245,0.8508,0.7104,0.437,c
4.536,5.79,4.297,1.301,5.658,1.609,3.199,0.9888,1.013,0.9033,0.7617,0.3809,c
4.421,5.459,4.316,1.311,5.419,1.56,3.179,0.9277,1.141,0.907,0.8044,0.3857,c
4.607,5.284,4.22,1.304,5.575,1.477,3.065,0.9338,1.248,0.9192,0.8667,0.3711,c
4.341,5.798,4.268,1.376,5.649,1.666,3.154,0.9863,1.115,0.8521,0.9082,0.4236,c
4.604,5.684,4.337,1.279,5.363,1.586,3.234,1.072,1.064,0.907,0.7202,0.3748,c
4.381,5.697,4.326,1.207,5.37,1.458,3.116,0.9143,1.123,0.8472,0.6909,0.3625,c
4.331,5.731,4.432,1.384,5.323,1.544,3.048,0.9009,1.149,0.8911,0.8008,0.293,c
4.565,5.739,4.319,1.373,5.332,1.47,3.036,0.9424,1.125,0.7532,0.6897,0.4163,c
4.432,5.652,4.231,1.237,5.491,1.584,3.142,0.9058,1.006,0.9448,0.8423,0.1428,c
4.412,5.58,4.233,1.315,5.115,1.549,3.003,0.8081,1.173,0.7605,0.8997,0.4138,c
4.43,5.233,4.257,1.084,5.621,1.565,2.904,0.9241,1.208,0.8142,0.824,0.2869,c
4.448,5.762,4.376,1.208,5.468,1.586,2.947,0.8276,1.062,0.7922,0.9509,0.2905,c
4.397,5.494,4.358,1.249,5.448,1.56,2.834,0.8191,1.111,0.636,0.7129,0.3687,c
4.369,5.515,4.325,1.287,5.133,1.72,3.005,0.9192,1.124,0.8203,0.7397,0.3625,c
4.65,5.369,4.238,1.279,5.156,1.527,2.972,0.9241,1.161,0.8374,0.9253,0.3198,c
4.441,5.707,4.366,1.163,5.229,1.648,2.859,0.8069,1.033,0.7312,0.8875,0.4309,c
4.442,5.496,4.192,1.213,5.435,1.541,2.764,0.8374,1.1,0.8386,0.8643,0.3796,c
4.675,5.646,4.142,1.179,5.593,1.544,2.891,0.802,1.104,0.7324,0.8643,0.3259,c
4.636,5.634,4.446,1.171,4.982,1.473,2.841,0.8533,1.066,0.78,0.8362,0.4907,c
1.295,5.842,4.707,1.602,5.687,3.077,5.098,1.15,1.385,0.9558,0.6604,0.5176,c
1.243,5.811,4.839,1.671,5.635,3.324,5.088,1.333,1.332,0.9387,0.8411,0.4016,c
1.284,5.773,4.644,1.725,5.637,3.226,5.082,1.273,1.439,1.05,0.7947,0.4199,c
1.071,5.847,4.922,1.768,5.688,3.22,5.085,1.213,1.39,1.117,0.8435,0.5261,c
1.095,5.791,4.828,1.954,5.42,3.262,5.126,1.23,1.346,0.9521,0.9241,0.5237,c
1.012,5.747,4.728,2.012,5.503,3.19,4.972,1.246,1.373,1.041,0.719,0.5676,c
1.035,5.846,4.663,1.978,5.513,3.156,4.982,1.255,1.438,1.049,0.7153,0.5273,c
1.068,5.813,4.875,2.158,5.568,3.085,5.027,1.377,1.536,1.029,0.7629,0.5396,c
1.031,5.874,4.685,2.135,5.582,3.187,5.105,1.162,1.448,1.134,0.6738,0.5139,c
1.073,5.83,4.617,2.413,5.315,3.114,4.921,1.334,1.545,1.106,0.8887,0.5017,c
0.9595,5.781,4.778,2.391,5.343,3.253,5.063,1.173,1.411,1.139,0.7043,0.5054,c
1.006,5.765,4.969,2.583,5.406,3.173,5.085,1.199,1.395,1.082,0.7605,0.5505,c
1.045,5.721,4.768,2.671,5.321,3.226,5.068,1.082,1.417,1.024,0.6091,0.5444,c
1.089,5.774,4.675,2.769,5.37,3.224,5.02,1.261,1.331,1.09,0.7971,0.4663,c
1.084,5.767,4.927,2.928,5.619,3.196,4.983,1.293,1.418,0.9192,0.896,0.5359,c
1.042,5.771,4.885,2.867,5.323,3.164,5.044,1.207,1.472,0.9937,0.658,0.4907,c
1.091,5.767,4.703,4.252,5.469,2.942,5.006,1.318,1.4,1.143,0.7922,0.5383,c
1.129,5.795,4.951,5.254,5.212,3.081,5.039,1.195,1.439,1.027,0.7886,0.5652,c
1.111,5.79,4.861,5.282,5.284,3.074,5.117,1.218,1.462,1.025,0.7385,0.3455,c
1.082,5.808,4.993,5.383,5.612,3.143,4.999,1.288,1.37,1.007,0.9351,0.4895,c
1.068,5.808,4.664,5.553,5.286,3.127,5.172,1.283,1.344,1.112,0.7874,0.5334,c
1.091,5.85,4.619,5.625,5.21,3.252,5.226,1.278,1.406,1.149,0.8813,0.5334,c
1.125,5.824,4.584,5.391,5.308,3.097,4.996,1.182,1.44,1.135,0.7935,0.4663,c
1.16,5.747,4.899,5.396,5.216,3.112,4.984,1.24,1.51,1.25,0.6641,0.6384,c
1.042,5.754,4.648,5.366,5.43,3.083,5.205,1.282,1.309,1.146,0.8423,0.5652,c
1.115,5.828,4.681,5.529,5.178,3.092,5.043,1.187,1.333,1.106,0.7239,0.5383,c
1.008,5.797,4.644,5.378,5.688,3.087,5.079,1.176,1.403,1.118,0.6531,0.5115,c
0.8862,5.748,4.717,5.537,5.308,2.971,5.061,1.218,1.417,1.165,0.7678,0.5872,c
0.9631,5.8,4.792,5.476,5.259,3.055,4.995,1.226,1.445,1.123,0.8472,0.5798,c
0.9583,5.801,4.607,5.242,5.382,2.95,5.071,1.257,1.326,1.033,0.7959,0.6079,c
1.012,5.774,4.918,5.492,5.579,3.018,5.077,1.224,1.349,1.011,0.8142,0.5554,c
0.9595,5.707,4.718,5.311,5.261,2.981,5.118,1.042,1.364,1.04,0.8813,0.5457,c
0.9583,5.68,4.778,5.402,5.482,2.985,5.092,1.075,1.379,1.115,0.8447,0.5359,c
0.8691,5.771,4.86,5.426,5.558,2.994,5.198,1.074,1.376,0.9766,0.8594,0.5164,c
1.001,5.715,4.778,5.347,5.116,2.977,5.106,1.075,1.317,0.9985,0.6519,0.5432,c
0.8862,5.635,4.607,5.428,5.336,2.928,4.966,1.061,1.294,1.024,0.9424,0.5823,c
0.9021,5.737,4.822,5.479,5.056,2.893,5.051,1.027,1.24,1.011,0.9229,0.5054,c
3.716,5.225,3.953,1.058,5.026,0.8875,1.32,0.4944,0.6824,0.459,0.8569,0.2747,c
3.708,4.79,3.832,1.003,4.832,1.089,1.461,0.3857,0.7166,0.6592,0.9009,0.3052,c
3.759,5.132,3.787,1.096,4.752,1.176,1.414,0.5164,0.6714,0.4932,0.813,0.2881,c
3.645,5.056,4.036,1.039,4.729,1.085,1.559,0.614,0.7922,0.5847,0.8374,0.3406,c
3.824,4.988,4.082,1.105,4.895,1.246,1.603,0.5481,0.6567,0.5261,0.8496,0.3601,c
